source_row,split
62302,train
15013,train
74633,train
54997,train
62271,train
55120,train
103744,train
77540,train
32881,train
55805,train
57849,train
50342,train
47842,train
66478,train
4588,train
2173,train
56014,train
43498,train
67959,train
64856,train
71586,train
44896,train
13503,train
26868,train
39930,train
52732,train
85588,train
50649,train
70049,train
77461,train
34322,train
32009,train
43551,train
44794,train
41548,train
97840,train
91963,train
70768,train
102787,train
3638,train
56664,train
80561,train
82669,train
17353,train
25017,train
2800,train
17968,train
64976,train
53736,train
74943,train
66137,train
43191,train
70159,train
13591,train
20919,train
51531,train
26978,train
24343,train
52916,train
61129,train
84938,train
14725,train
89248,train
7651,train
24986,train
73201,train
72433,train
79529,train
48323,train
21744,train
33930,train
40759,train
46822,train
55020,train
99389,train
93903,train
73014,train
53091,train
38082,train
63213,train
52578,train
45239,train
15042,train
96517,train
48634,train
18320,train
74749,train
17754,train
91795,train
67697,train
43013,train
60427,train
96944,train
7333,train
83401,train
40642,train
25434,train
63419,train
41185,train
73437,train
944,train
86433,train
32560,train
68819,train
77030,train
45955,train
79902,train
76605,train
86444,train
5160,train
5770,train
40786,train
100982,train
56626,train
97074,train
29147,train
89753,train
89615,train
56797,train
90701,train
3648,train
7352,train
92560,train
42814,train
67007,train
53453,train
77974,train
85225,train
22757,train
64066,train
61610,train
1338,train
48061,train
63349,train
51151,train
22006,train
12601,train
32945,train
49891,train
26492,train
30495,train
72069,train
78247,train
54528,train
35370,train
57731,train
69284,train
85770,train
57994,train
84006,train
35553,train
49378,train
50158,train
42120,train
83772,train
82003,train
35389,train
90811,train
100362,train
50199,train
91624,train
13269,train
75317,train
17740,train
31647,train
82947,train
53153,train
12314,train
30042,train
80662,train
32992,train
26552,train
103298,train
3852,train
31328,train
35582,train
89388,train
32994,train
73789,train
10852,train
78460,train
4271,train
19769,train
18884,train
33188,train
59988,train
18124,train
9685,train
101924,train
69397,train
51756,train
51967,train
28973,train
11472,train
100625,train
14213,train
36403,train
60990,train
23283,train
39875,train
19389,train
75926,train
31385,train
85342,train
47099,train
26726,train
56271,train
39522,train
92739,train
31938,train
74474,train
16666,train
27282,train
98085,train
65496,train
34236,train
78132,train
72549,train
82180,train
57930,train
28807,train
92912,train
21182,train
51505,train
72091,train
25641,train
9193,train
17721,train
14163,train
86625,train
4624,train
47981,train
50331,train
46152,train
43342,train
19175,train
89759,train
81667,train
12570,train
7355,train
63052,train
5373,train
57696,train
1821,train
9614,train
22446,train
25851,train
73603,train
95760,train
9820,train
54588,train
59797,train
27590,train
86060,train
64023,train
48845,train
37732,train
98396,train
48868,train
32543,train
68552,train
101332,train
48684,train
38810,train
73861,train
13779,train
18456,train
31437,train
74696,train
13175,train
88480,train
77638,train
67354,train
57204,train
21392,train
25877,train
32875,train
72593,train
60134,train
95784,train
47888,train
46785,train
5453,train
45318,train
73739,train
52459,train
37649,train
47047,train
91034,train
83414,train
47787,train
63634,train
78009,train
87218,train
39145,train
35549,train
90423,train
10645,train
9007,train
93931,train
36276,train
10341,train
55238,train
52210,train
83030,train
96084,train
98377,train
75370,train
55151,train
19531,train
47871,train
49949,train
56024,train
93533,train
50364,train
74963,train
88028,train
90894,train
22256,train
11239,train
72016,train
29458,train
99215,train
91747,train
29604,train
53859,train
78529,train
2175,train
44439,train
7431,train
82228,train
71720,train
38779,train
49731,train
101293,train
76587,train
81196,train
85980,train
45870,train
88241,train
76992,train
84186,train
68168,train
17550,train
84470,train
82673,train
29884,train
52250,train
89943,train
60938,train
43698,train
100577,train
15923,train
1827,train
52875,train
100769,train
65164,train
88036,train
73820,train
66127,train
97784,train
69465,train
92423,train
65977,train
58635,train
75714,train
73585,train
57353,train
23023,train
3934,train
61674,train
8050,train
74410,train
98748,train
15518,train
74170,train
41452,train
26727,train
12581,train
86816,train
10186,train
96080,train
15483,train
4193,train
31382,train
11711,train
24081,train
77687,train
755,train
31591,train
13243,train
80216,train
19183,train
60425,train
63350,train
96081,train
103666,train
41944,train
23115,train
72402,train
95640,train
24054,train
3028,train
12324,train
52623,train
33112,train
95895,train
16454,train
91629,train
61299,train
17794,train
39730,train
57981,train
17419,train
94697,train
34240,train
30456,train
6506,train
96279,train
65718,train
89426,train
15832,train
42083,train
23893,train
24874,train
45626,train
87630,train
28629,train
73859,train
84870,train
34802,train
95708,train
21555,train
75286,train
4781,train
69542,train
15954,train
10339,train
88165,train
27992,train
84375,train
25963,train
23123,train
41380,train
86033,train
23328,train
29050,train
5949,train
56720,train
7626,train
83408,train
29662,train
33742,train
93212,train
88904,train
14828,train
62123,train
87554,train
78496,train
103,train
23157,train
57394,train
56606,train
60523,train
34460,train
33224,train
54470,train
87170,train
75437,train
30287,train
51763,train
38619,train
52399,train
97737,train
91974,train
84786,train
12376,train
1030,train
42405,train
13249,train
87288,train
102403,train
61568,train
75288,train
38933,train
44185,train
16744,train
71338,train
54025,train
73540,train
15297,train
32261,train
32219,train
75251,train
62735,train
4163,train
97381,train
53605,train
21604,train
68589,train
16706,train
92533,train
25813,train
10045,train
5583,train
30703,train
65787,train
85831,train
85942,train
32499,train
45997,train
67939,train
71234,train
53945,train
100761,train
59245,train
52887,train
29877,train
85822,train
100426,train
59032,train
36241,train
60724,train
33772,train
27700,train
41072,train
84925,train
62722,train
5849,train
48882,train
88529,train
11484,train
98521,train
51563,train
55325,train
26661,train
51853,train
11157,train
102733,train
41689,train
79283,train
21153,train
33498,train
9857,train
61138,train
45834,train
51654,train
24920,train
5106,train
9325,train
2419,train
33668,train
34622,train
67267,train
4496,train
100778,train
95021,train
59415,train
19607,train
83558,train
45523,train
76851,train
45354,train
51981,train
84113,train
29327,train
75025,train
17850,train
41819,train
101750,train
42373,train
67775,train
91225,train
37289,train
74539,train
103334,train
41852,train
45826,train
30486,train
967,train
27457,train
103501,train
42745,train
70888,train
46150,train
23665,train
48335,train
56062,train
48708,train
27071,train
27838,train
39820,train
75265,train
86994,train
54606,train
81802,train
35762,train
58512,train
60251,train
52867,train
19997,train
8384,train
91535,train
74800,train
66501,train
100519,train
14863,train
90040,train
41871,train
55367,train
101072,train
73715,train
72228,train
72466,train
4383,train
91023,train
89799,train
65819,train
18361,train
92425,train
48644,train
24519,train
6286,train
67126,train
30920,train
16371,train
21494,train
101645,train
53280,train
90191,train
96862,train
8082,train
83965,train
90026,train
42811,train
54214,train
57977,train
57180,train
11176,train
74777,train
6030,train
15680,train
91052,train
83660,train
54175,train
41490,train
19361,train
88011,train
91440,train
13095,train
1031,train
87717,train
75298,train
38875,train
58448,train
36534,train
10307,train
37579,train
37950,train
45059,train
73644,train
92886,train
27112,train
64937,train
87814,train
29505,train
1819,train
51327,train
78514,train
68880,train
107,train
36220,train
86055,train
90439,train
26028,train
49394,train
53679,train
64717,train
64429,train
64629,train
333,train
20413,train
82867,train
28850,train
18344,train
1055,train
101031,train
93346,train
95874,train
99430,train
3512,train
41227,train
43101,train
77241,train
95744,train
11241,train
37654,train
19264,train
8109,train
77973,train
82900,train
30689,train
53013,train
59972,train
75201,train
96605,train
51856,train
72231,train
3256,train
66384,train
85074,train
60303,train
103124,train
98484,train
37798,train
53788,train
46559,train
73384,train
29212,train
67453,train
14703,train
84928,train
68834,train
91569,train
5631,train
43253,train
37924,train
18047,train
92996,train
12186,train
49096,train
90972,train
25783,train
12821,train
39174,train
97541,train
68863,train
79429,train
84299,train
103507,train
82888,train
77484,train
44624,train
27650,train
27380,train
67615,train
49635,train
61201,train
30520,train
72430,train
19509,train
6950,train
32438,train
69663,train
6825,train
94168,train
50952,train
53968,train
76081,train
89718,train
42295,train
51027,train
2345,train
67498,train
97627,train
7381,train
79379,train
14568,train
70945,train
38605,train
75164,train
13685,train
58358,train
59214,train
8427,train
83720,train
81381,train
71393,train
98582,train
54973,train
10738,train
92327,train
69992,train
42773,train
1280,train
99444,train
3551,train
19190,train
88720,train
43180,train
78927,train
65267,train
88291,train
84981,train
88722,train
52900,train
49571,train
15981,train
47335,train
17055,train
83167,train
54303,train
31341,train
9736,train
37618,train
5056,train
17756,train
51261,train
37214,train
103822,train
47179,train
91776,train
3581,train
101429,train
15498,train
103645,train
6091,train
46634,train
30381,train
3366,train
14187,train
40857,train
4337,train
23763,train
34178,train
38614,train
9391,train
50765,train
37148,train
53650,train
42629,train
11554,train
64131,train
95104,train
36521,train
4559,train
34137,train
31555,train
93160,train
41654,train
25416,train
79818,train
50670,train
40810,train
70412,train
91767,train
82126,train
46070,train
34177,train
70100,train
97943,train
39762,train
31681,train
84804,train
5861,train
85468,train
39904,train
31772,train
99733,train
19787,train
75169,train
53046,train
10137,train
46858,train
7486,train
90178,train
90284,train
87756,train
29745,train
75813,train
22662,train
100891,train
74266,train
90246,train
82116,train
97566,train
60817,train
81199,train
43705,train
46683,train
61941,train
92444,train
55691,train
40969,train
98487,train
42682,train
84158,train
88331,train
42086,train
10699,train
45919,train
63457,train
73713,train
45982,train
102154,train
4745,train
830,train
788,train
64014,train
71365,train
31754,train
103840,train
8378,train
40887,train
38249,train
96780,train
86724,train
88061,train
12897,train
67664,train
97965,train
73849,train
22570,train
45295,train
55613,train
24584,train
50946,train
38601,train
3230,train
90511,train
29914,train
100427,train
45226,train
71824,train
19357,train
34643,train
99684,train
23162,train
12273,train
24528,train
33414,train
15441,train
59996,train
92772,train
36095,train
88925,train
54489,train
71059,train
68475,train
88010,train
90925,train
37863,train
54721,train
71943,train
87460,train
70421,train
25165,train
95782,train
39057,train
44151,train
84663,train
13573,train
94352,train
16294,train
62190,train
87329,train
86580,train
11368,train
76058,train
70700,train
58474,train
76532,train
77509,train
53042,train
36928,train
94373,train
76270,train
53029,train
66680,train
3264,train
13680,train
67017,train
96330,train
42746,train
17930,train
30465,train
95579,train
59760,train
96874,train
60460,train
77377,train
1727,train
3974,train
102523,train
60133,train
82662,train
86229,train
52664,train
26232,train
81770,train
61152,train
50065,train
61158,train
68215,train
95443,train
30264,train
56842,train
55692,train
3227,train
70163,train
39585,train
31364,train
53904,train
57214,train
16856,train
99193,train
102488,train
88690,train
84799,train
66409,train
90837,train
71574,train
8755,train
97303,train
95509,train
5731,train
96620,train
84963,train
74844,train
68572,train
18956,train
82495,train
41394,train
68646,train
89487,train
16086,train
37066,train
15815,train
86761,train
35884,train
13042,train
2895,train
69416,train
45499,train
88515,train
99093,train
97093,train
17954,train
100561,train
39648,train
647,train
51000,train
10368,train
86744,train
97637,train
94578,train
86546,train
96281,train
76916,train
21760,train
92683,train
92164,train
27740,train
91181,train
11325,train
9154,train
10565,train
61605,train
94330,train
88358,train
3352,train
71858,train
14468,train
84018,train
86418,train
96177,train
42130,train
93065,train
57401,train
98230,train
97665,train
30104,train
50404,train
1078,train
74782,train
77304,train
94374,train
35048,train
64213,train
8596,train
16256,train
51445,train
10846,train
102362,train
50500,train
29698,train
39903,train
88276,train
39635,train
43464,train
100095,train
85036,train
45661,train
90015,train
67602,train
97900,train
72205,train
42524,train
102209,train
14872,train
18396,train
4898,train
46470,train
18522,train
97770,train
73884,train
50429,train
50129,train
27509,train
54849,train
62728,train
49875,train
90462,train
50012,train
103317,train
13866,train
12317,train
97181,train
101869,train
71011,train
94909,train
12644,train
45006,train
83204,train
58857,train
32855,train
96269,train
39221,train
47406,train
43182,train
98363,train
99502,train
50083,train
13909,train
83944,train
94667,train
52256,train
11835,train
30725,train
15382,train
23429,train
3705,train
90196,train
55009,train
23932,train
83837,train
62061,train
94538,train
30762,train
46217,train
88254,train
14519,train
17461,train
5734,train
67830,train
58058,train
5980,train
28135,train
17634,train
19007,train
2500,train
98735,train
28255,train
15739,train
31236,train
91703,train
14695,train
42596,train
32648,train
8319,train
2950,train
44292,train
70701,train
66744,train
17776,train
87598,train
70016,train
41073,train
99786,train
24264,train
89614,train
53434,train
13588,train
32052,train
14323,train
60073,train
98563,train
97522,train
8437,train
21161,train
25631,train
19955,train
47518,train
41605,train
28187,train
47265,train
24508,train
40327,train
68667,train
2765,train
90317,train
41772,train
92363,train
60179,train
50053,train
50844,train
26376,train
47119,train
16367,train
91790,train
68000,train
11795,train
69681,train
24925,train
89661,train
86846,train
87498,train
100309,train
80544,train
52960,train
73769,train
103573,train
95045,train
10211,train
11874,train
101543,train
38286,train
59326,train
7991,train
44681,train
100357,train
79952,train
102082,train
53230,train
17167,train
18621,train
35638,train
48425,train
60908,train
77701,train
53781,train
2754,train
81837,train
90802,train
58680,train
46212,train
56010,train
103380,train
29979,train
17489,train
90656,train
7917,train
28956,train
20393,train
1955,train
43553,train
58389,train
66524,train
82390,train
42255,train
51214,train
22898,train
47967,train
72031,train
62902,train
28515,train
77747,train
47696,train
81457,train
79143,train
95444,train
101655,train
82099,train
36879,train
1134,train
21099,train
15492,train
2378,train
15546,train
79734,train
2762,train
57240,train
101023,train
64486,train
71185,train
29714,train
47268,train
97120,train
87264,train
7093,train
9539,train
41466,train
71254,train
6918,train
85060,train
80257,train
10659,train
88268,train
80996,train
93967,train
83177,train
3448,train
52262,train
65928,train
68148,train
21418,train
103877,train
15555,train
58718,train
69225,train
78008,train
57508,train
99136,train
78649,train
89514,train
3496,train
41161,train
87916,train
2664,train
44395,train
57902,train
34192,train
10879,train
63491,train
32925,train
96721,train
62479,train
99980,train
7389,train
50655,train
21819,train
62732,train
99671,train
94886,train
62210,train
24256,train
42920,train
79634,train
67760,train
78446,train
76976,train
17996,train
19731,train
72677,train
10746,train
100539,train
20118,train
15036,train
9034,train
34927,train
22943,train
67825,train
71780,train
98682,train
39097,train
59995,train
18889,train
87685,train
73964,train
24762,train
36439,train
65546,train
73031,train
41080,train
62120,train
59880,train
43631,train
65995,train
62056,train
19703,train
16064,train
26702,train
9410,train
82975,train
66759,train
42983,train
61649,train
80583,train
38773,train
88388,train
73642,train
20696,train
44240,train
75595,train
18705,train
2806,train
88869,train
464,train
66878,train
71264,train
10666,train
71940,train
24795,train
51982,train
30024,train
46844,train
39029,train
74747,train
92127,train
85466,train
32797,train
49651,train
27987,train
30728,train
99051,train
86584,train
33573,train
77285,train
99656,train
58063,train
14073,train
89081,train
24937,train
10371,train
43266,train
61614,train
77995,train
25501,train
43380,train
41691,train
11455,train
71681,train
10709,train
46322,train
4654,train
99234,train
31554,train
85175,train
23538,train
58520,train
65025,train
90136,train
8391,train
72933,train
91318,train
4856,train
28395,train
101314,train
91477,train
52211,train
68853,train
49722,train
42098,train
71967,train
96188,train
31635,train
63413,train
28121,train
96521,train
10037,train
79209,train
72861,train
29085,train
88910,train
11803,train
99435,train
69763,train
70173,train
44975,train
72726,train
45175,train
27204,train
15887,train
61271,train
66750,train
89136,train
86779,train
84833,train
58314,train
3235,train
90123,train
23299,train
98494,train
10074,train
85982,train
83381,train
86830,train
94811,train
3251,train
26778,train
36461,train
100900,train
97818,train
36610,train
83602,train
78493,train
21597,train
95152,train
101618,train
2130,train
65536,train
5334,train
27514,train
26700,train
29158,train
47112,train
86111,train
47607,train
59124,train
25794,train
2710,train
80937,train
97898,train
16923,train
64795,train
97934,train
55125,train
30673,train
99604,train
26442,train
32274,train
22908,train
56660,train
55590,train
38806,train
41308,train
48521,train
30132,train
46784,train
43974,train
86629,train
39984,train
100469,train
19449,train
64136,train
55123,train
5751,train
101208,train
85924,train
82182,train
7525,train
70698,train
17992,train
97601,train
21251,train
66856,train
25675,train
23181,train
60300,train
81503,train
79880,train
47744,train
82789,train
12226,train
16976,train
90141,train
64032,train
77735,train
103677,train
31558,train
8903,train
100700,train
22860,train
61450,train
92573,train
61954,train
96804,train
36151,train
94475,train
54826,train
17470,train
31651,train
42683,train
73959,train
46398,train
85,train
94694,train
48461,train
57063,train
67874,train
50287,train
97332,train
10753,train
50186,train
79610,train
87294,train
82675,train
46032,train
87903,train
45797,train
46626,train
41711,train
26399,train
9692,train
62244,train
39425,train
94827,train
436,train
40627,train
94472,train
59727,train
66201,train
24552,train
86063,train
38355,train
40456,train
75726,train
8574,train
65692,train
27760,train
72955,train
61514,train
61217,train
90782,train
72860,train
76311,train
13111,train
76259,train
71839,train
88349,train
86192,train
39023,train
100252,train
65873,train
90905,train
101425,train
64203,train
16447,train
87512,train
95538,train
17799,train
14231,train
48639,train
60579,train
23250,train
83863,train
47395,train
17433,train
79508,train
31481,train
40326,train
52155,train
93109,train
38053,train
21695,train
6373,train
50400,train
25276,train
59441,train
65423,train
64330,train
37738,train
688,train
4868,train
44804,train
89999,train
96472,train
82457,train
55660,train
102912,train
89322,train
33873,train
46675,train
9762,train
2849,train
88182,train
40271,train
69754,train
29909,train
46424,train
66041,train
9055,train
58301,train
100500,train
51200,train
97375,train
29155,train
8449,train
44897,train
22932,train
21895,train
82977,train
89995,train
1285,train
96025,train
23580,train
30415,train
58537,train
15822,train
80154,train
4440,train
22669,train
79738,train
101708,train
70400,train
100528,train
5213,train
48010,train
51556,train
46960,train
786,train
12779,train
78168,train
49996,train
21370,train
25622,train
31201,train
90165,train
93867,train
34530,train
88081,train
67013,train
74502,train
32718,train
21745,train
42062,train
45171,train
77617,train
64779,train
36809,train
67050,train
61663,train
33572,train
27726,train
89631,train
82233,train
51212,train
87332,train
103117,train
98779,train
52725,train
98601,train
18762,train
4854,train
84832,train
58039,train
68164,train
60461,train
93833,train
94187,train
97452,train
60184,train
4312,train
72257,train
84980,train
990,train
100826,train
89981,train
86401,train
19079,train
19532,train
34538,train
33288,train
26585,train
12307,train
52964,train
47881,train
11451,train
914,train
37711,train
27836,train
28953,train
36313,train
37273,train
73775,train
97235,train
71324,train
38930,train
14839,train
65409,train
93768,train
13401,train
80649,train
57457,train
6762,train
4631,train
50098,train
15046,train
16901,train
51442,train
98882,train
6118,train
93562,train
44010,train
61193,train
52618,train
54711,train
64502,train
9814,train
32783,train
55121,train
41502,train
84083,train
48207,train
69364,train
64286,train
60673,train
51105,train
38201,train
40903,train
31542,train
86727,train
52506,train
19986,train
101141,train
101590,train
46772,train
21084,train
100458,train
61473,train
88297,train
82432,train
22110,train
72941,train
29689,train
55574,train
59288,train
49790,train
97742,train
60641,train
22726,train
25051,train
54683,train
42863,train
35969,train
33869,train
87321,train
24034,train
78823,train
7247,train
18945,train
21352,train
80969,train
29057,train
88750,train
82487,train
88491,train
32493,train
42515,train
11971,train
95962,train
35715,train
15221,train
66679,train
41033,train
7339,train
84897,train
18582,train
76708,train
75483,train
16820,train
24241,train
25824,train
89038,train
40187,train
39598,train
53316,train
33925,train
21722,train
25001,train
13337,train
79070,train
10520,train
84339,train
96030,train
35539,train
58867,train
27561,train
100046,train
46417,train
81836,train
43718,train
91124,train
95569,train
3209,train
631,train
22338,train
32960,train
78149,train
83140,train
75737,train
38910,train
8435,train
77997,train
100650,train
63648,train
41302,train
84656,train
27622,train
71369,train
34381,train
97414,train
79809,train
38111,train
74304,train
65469,train
22268,train
99408,train
13375,train
41319,train
94830,train
90075,train
29290,train
30514,train
26667,train
77604,train
33605,train
70912,train
100830,train
60514,train
84993,train
93947,train
56188,train
84831,train
3792,train
35246,train
3720,train
73259,train
55962,train
84128,train
84780,train
19580,train
80357,train
98780,train
39802,train
24323,train
51534,train
38942,train
33944,train
20985,train
4145,train
24473,train
89937,train
55705,train
74072,train
32912,train
38389,train
82619,train
48407,train
71499,train
37277,train
35999,train
80857,train
45833,train
82856,train
40205,train
61248,train
33842,train
20354,train
89919,train
81391,train
23772,train
98560,train
9128,train
72753,train
36130,train
91126,train
70331,train
61475,train
62783,train
5463,train
50904,train
64711,train
34050,train
77170,train
53384,train
86439,train
5570,train
89076,train
74215,train
63335,train
4663,train
46310,train
41999,train
5743,train
33217,train
99387,train
95970,train
99696,train
48720,train
28385,train
26101,train
84011,train
93219,train
58378,train
102504,train
5725,train
75413,train
604,train
32424,train
14054,train
83982,train
103808,train
34335,train
76926,train
41749,train
102241,train
828,train
34341,train
18838,train
94849,train
74582,train
9716,train
73625,train
14199,train
100750,train
29571,train
40739,train
98299,train
34843,train
14212,train
63816,train
26613,train
89496,train
87169,train
95099,train
53806,train
82285,train
96792,train
30629,train
65767,train
57125,train
99295,train
84809,train
19725,train
32641,train
77786,train
63209,train
16003,train
63031,train
83510,train
39797,train
82120,train
73007,train
100600,train
102717,train
88473,train
90960,train
103804,train
90481,train
70968,train
78153,train
76963,train
27904,train
68467,train
85143,train
16518,train
42847,train
38564,train
32534,train
45602,train
88680,train
58441,train
12398,train
17238,train
82927,train
20458,train
53055,train
87681,train
55699,train
24739,train
56021,train
61718,train
74774,train
10114,train
59517,train
51738,train
35830,train
49640,train
76258,train
56086,train
69590,train
9014,train
64382,train
18736,train
70579,train
93559,train
65739,train
37836,train
74078,train
31702,train
51287,train
43589,train
27852,train
67947,train
1631,train
63818,train
16225,train
49976,train
7527,train
51560,train
34948,train
84543,train
64847,train
72892,train
54098,train
38401,train
92332,train
38504,train
6822,train
31831,train
25550,train
1617,train
91619,train
24428,train
45724,train
22094,train
38138,train
58410,train
81456,train
69824,train
52983,train
75066,train
66947,train
22371,train
27819,train
21672,train
28251,train
12165,train
80897,train
70927,train
20961,train
17254,train
28559,train
92301,train
20095,train
33326,train
99897,train
60924,train
90381,train
78634,train
59446,train
44596,train
72429,train
48144,train
69344,train
57835,train
26449,train
55921,train
100434,train
50593,train
23413,train
71238,train
83618,train
93464,train
4204,train
42148,train
11482,train
1462,train
39175,train
86276,train
39788,train
61382,train
53271,train
75126,train
81873,train
78240,train
45670,train
64985,train
27463,train
91933,train
31713,train
11657,train
81187,train
101375,train
91269,train
1662,train
99322,train
27958,train
1233,train
23847,train
10655,train
30525,train
73089,train
45344,train
15768,train
460,train
95846,train
103883,train
103264,train
23214,train
103131,train
96370,train
20362,train
6646,train
33898,train
11700,train
83355,train
69825,train
29524,train
12163,train
85281,train
24237,train
72350,train
71257,train
15814,train
46166,train
52800,train
36858,train
89763,train
91912,train
98072,train
84079,train
60714,train
64596,train
13492,train
58038,train
2239,train
23649,train
89690,train
18056,train
27828,train
75642,train
30593,train
24191,train
88086,train
98761,train
31920,train
56568,train
74242,train
37395,train
30625,train
10730,train
8436,train
92699,train
102446,train
27261,train
29318,train
15947,train
99788,train
11369,train
12957,train
83540,train
7023,train
41865,train
2651,train
35579,train
43765,train
48607,train
47169,train
32287,train
3964,train
86434,train
66596,train
79469,train
10019,train
49759,train
95464,train
67368,train
55697,train
83534,train
47763,train
5979,train
54934,train
1550,train
15653,train
85165,train
76302,train
2909,train
69749,train
3731,train
95931,train
37556,train
68454,train
64299,train
18916,train
93608,train
22390,train
101143,train
42579,train
17654,train
5421,train
34005,train
81108,train
52772,train
45384,train
6983,train
49484,train
58480,train
68759,train
70439,train
11850,train
84982,train
69359,train
58177,train
30008,train
15771,train
87470,train
59704,train
29407,train
42803,train
82354,train
42180,train
37159,train
6217,train
29526,train
13086,train
8309,train
40847,train
67976,train
80605,train
89539,train
8774,train
58066,train
37775,train
13306,train
96235,train
43388,train
84340,train
38718,train
78025,train
7563,train
4442,train
94065,train
9166,train
39941,train
53656,train
33888,train
89115,train
79742,train
7114,train
27246,train
23388,train
58754,train
16004,train
81690,train
21381,train
34412,train
100959,train
51568,train
95092,train
34447,train
49548,train
30727,train
22420,train
6778,train
15730,train
21078,train
74405,train
12297,train
34851,train
13850,train
15602,train
